ID,year,wave,state,area,juristiction,depth.allowed,species,start.date,end.date,daily.closures,bag.limit,agg.bag.limit,agg.bag.limit.wt,boat.limit,poss.limit,bonus.limit,min.size,min.size2,max.size,max.size2,bag.above.max,bag.above.max2,bag.below.min,mode,gear.restriction,other,comments,imputed,,,,,,,,
,2000,5,ME,9999,1,9999,Striped_Bass,09-01-2000,10-31-2000,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2000,6,ME,9999,1,9999,Striped_Bass,11-01-2000,12-31-2000,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2000,1,ME,MEK,1,9999,Striped_Bass,01-01-2000,02-29-2000,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2000,2,ME,MEK,1,9999,Striped_Bass,03-01-2000,04-30-2000,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2000,3,ME,MEK,1,9999,Striped_Bass,05-01-2000,06-30-2000,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2000,6,ME,MEK,1,9999,Striped_Bass,12-01-2000,12-31-2000,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2001,1,ME,9999,1,9999,Striped_Bass,01-01-2001,02-28-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,2,ME,9999,1,9999,Striped_Bass,03-01-2001,04-30-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,3,ME,9999,1,9999,Striped_Bass,05-01-2001,06-30-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,4,ME,9999,1,9999,Striped_Bass,07-01-2001,08-31-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,5,ME,9999,1,9999,Striped_Bass,09-01-2001,10-31-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,6,ME,9999,1,9999,Striped_Bass,11-01-2001,12-31-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,3,ME,MESG,1,9999,Striped_Bass,05-01-2001,05-01-2001,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,0,0,,0,,,,,,,,
,2001,3,ME,MESG,1,9999,Striped_Bass,05-02-2001,06-30-2001,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2001,4,ME,MESG,1,9999,Striped_Bass,07-01-2001,08-31-2001,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2001,5,ME,MESG,1,9999,Striped_Bass,09-01-2001,10-31-2001,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2001,6,ME,MESG,1,9999,Striped_Bass,11-01-2001,12-31-2001,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,0,0,,0,,,,,,,,
,2002,1,ME,9999,1,9999,Striped_Bass,01-01-2002,02-28-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,2,ME,9999,1,9999,Striped_Bass,03-01-2002,04-30-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,3,ME,9999,1,9999,Striped_Bass,05-01-2002,06-30-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,4,ME,9999,1,9999,Striped_Bass,07-01-2002,08-31-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,5,ME,9999,1,9999,Striped_Bass,09-01-2002,10-31-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,6,ME,9999,1,9999,Striped_Bass,11-01-2002,12-31-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,1,ME,MESG,1,9999,Striped_Bass,01-01-2002,02-28-2002,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2002,2,ME,MESG,1,9999,Striped_Bass,03-01-2002,04-30-2002,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2002,3,ME,MESG,1,9999,Striped_Bass,05-01-2002,06-30-2002,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2002,4,ME,MESG,1,9999,Striped_Bass,07-01-2002,08-31-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,5,ME,MESG,1,9999,Striped_Bass,09-01-2002,10-31-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,6,ME,MESG,1,9999,Striped_Bass,11-01-2002,11-30-2002,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2002,6,ME,MESG,1,9999,Striped_Bass,12-01-2002,12-31-2002,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2003,1,ME,9999,1,9999,Striped_Bass,01-01-2003,02-28-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,2,ME,9999,1,9999,Striped_Bass,03-01-2003,04-30-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,3,ME,9999,1,9999,Striped_Bass,05-01-2003,06-30-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,4,ME,9999,1,9999,Striped_Bass,07-01-2003,08-31-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,5,ME,9999,1,9999,Striped_Bass,09-01-2003,10-31-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,6,ME,9999,1,9999,Striped_Bass,11-01-2003,12-31-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,1,ME,MESG,1,9999,Striped_Bass,01-01-2003,02-28-2003,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2003,2,ME,MESG,1,9999,Striped_Bass,03-01-2003,04-30-2003,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2003,3,ME,MESG,1,9999,Striped_Bass,05-01-2003,06-30-2003,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2003,4,ME,MESG,1,9999,Striped_Bass,07-01-2003,08-31-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,5,ME,MESG,1,9999,Striped_Bass,09-01-2003,10-31-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,6,ME,MESG,1,9999,Striped_Bass,11-01-2003,11-30-2003,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2003,6,ME,MESG,1,9999,Striped_Bass,12-01-2003,12-31-2003,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2004,1,ME,9999,1,9999,Striped_Bass,01-01-2004,02-29-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,2,ME,9999,1,9999,Striped_Bass,03-01-2004,04-30-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,3,ME,9999,1,9999,Striped_Bass,05-01-2004,06-30-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,4,ME,9999,1,9999,Striped_Bass,07-01-2004,08-31-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,5,ME,9999,1,9999,Striped_Bass,09-01-2004,10-31-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,6,ME,9999,1,9999,Striped_Bass,11-01-2004,12-31-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,1,ME,MESG,1,9999,Striped_Bass,01-01-2004,02-29-2004,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2004,2,ME,MESG,1,9999,Striped_Bass,03-01-2004,04-30-2004,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2004,3,ME,MESG,1,9999,Striped_Bass,05-01-2004,06-30-2004,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2004,4,ME,MESG,1,9999,Striped_Bass,07-01-2004,08-31-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,5,ME,MESG,1,9999,Striped_Bass,09-01-2004,10-31-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,6,ME,MESG,1,9999,Striped_Bass,11-01-2004,11-30-2004,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2004,6,ME,MESG,1,9999,Striped_Bass,12-01-2004,12-31-2004,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2005,1,ME,9999,1,9999,Striped_Bass,01-01-2005,02-28-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,2,ME,9999,1,9999,Striped_Bass,03-01-2005,04-30-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,3,ME,9999,1,9999,Striped_Bass,05-01-2005,06-30-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,4,ME,9999,1,9999,Striped_Bass,07-01-2005,08-31-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,5,ME,9999,1,9999,Striped_Bass,09-01-2005,10-31-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,6,ME,9999,1,9999,Striped_Bass,11-01-2005,12-31-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,1,ME,MESG,1,9999,Striped_Bass,01-01-2005,02-28-2005,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2005,2,ME,MESG,1,9999,Striped_Bass,03-01-2005,04-30-2005,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2005,3,ME,MESG,1,9999,Striped_Bass,05-01-2005,06-30-2005,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2005,4,ME,MESG,1,9999,Striped_Bass,07-01-2005,08-31-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,5,ME,MESG,1,9999,Striped_Bass,09-01-2005,10-31-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,6,ME,MESG,1,9999,Striped_Bass,11-01-2005,11-30-2005,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2005,6,ME,MESG,1,9999,Striped_Bass,12-01-2005,12-31-2005,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2006,1,ME,9999,1,9999,Striped_Bass,01-01-2006,02-28-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,2,ME,9999,1,9999,Striped_Bass,03-01-2006,04-30-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,3,ME,9999,1,9999,Striped_Bass,05-01-2006,06-30-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,4,ME,9999,1,9999,Striped_Bass,07-01-2006,08-31-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,5,ME,9999,1,9999,Striped_Bass,09-01-2006,10-31-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,6,ME,9999,1,9999,Striped_Bass,11-01-2006,12-31-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,1,ME,MESG,1,9999,Striped_Bass,01-01-2006,02-28-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2006,2,ME,MESG,1,9999,Striped_Bass,03-01-2006,04-30-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2006,3,ME,MESG,1,9999,Striped_Bass,05-01-2006,06-30-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2006,4,ME,MESG,1,9999,Striped_Bass,07-01-2006,08-31-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,5,ME,MESG,1,9999,Striped_Bass,09-01-2006,10-31-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,6,ME,MESG,1,9999,Striped_Bass,11-01-2006,11-30-2006,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2006,6,ME,MESG,1,9999,Striped_Bass,12-01-2006,12-31-2006,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2007,1,ME,9999,1,9999,Striped_Bass,01-01-2007,02-28-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,2,ME,9999,1,9999,Striped_Bass,03-01-2007,04-30-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,3,ME,9999,1,9999,Striped_Bass,05-01-2007,06-30-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,4,ME,9999,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,5,ME,9999,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,6,ME,9999,1,9999,Striped_Bass,11-01-2007,12-31-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,1,ME,MESG,1,9999,Striped_Bass,01-01-2007,02-28-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2007,2,ME,MESG,1,9999,Striped_Bass,03-01-2007,04-30-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2007,3,ME,MESG,1,9999,Striped_Bass,05-01-2007,06-30-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,21,0,,0,,,,,,,,
,2007,4,ME,MESG,1,9999,Striped_Bass,07-01-2007,08-31-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,5,ME,MESG,1,9999,Striped_Bass,09-01-2007,10-31-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,6,ME,MESG,1,9999,Striped_Bass,11-01-2007,11-30-2007,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2007,6,ME,MESG,1,9999,Striped_Bass,12-01-2007,12-31-2007,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2008,1,ME,9999,1,9999,Striped_Bass,01-01-2008,02-29-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,2,ME,9999,1,9999,Striped_Bass,03-01-2008,04-30-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,3,ME,9999,1,9999,Striped_Bass,05-01-2008,06-30-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,4,ME,9999,1,9999,Striped_Bass,07-01-2008,08-31-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,5,ME,9999,1,9999,Striped_Bass,09-01-2008,10-31-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,6,ME,9999,1,9999,Striped_Bass,11-01-2008,12-31-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,1,ME,MESG,1,9999,Striped_Bass,01-01-2008,02-29-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2008,2,ME,MESG,1,9999,Striped_Bass,03-01-2008,04-30-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2008,3,ME,MESG,1,9999,Striped_Bass,05-01-2008,06-30-2008,0,0,0,0,9999,9999,0,9999,9999,9999,9999,0,0,0,0,16,0,,0,,,,,,,,
,2008,4,ME,MESG,1,9999,Striped_Bass,07-01-2008,08-31-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,5,ME,MESG,1,9999,Striped_Bass,09-01-2008,10-31-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
,2008,6,ME,MESG,1,9999,Striped_Bass,11-01-2008,11-30-2008,0,1,9999,9999,9999,1,0,20,40,26,9999,1,9999,9999,0,16,0,,0,,,,,,,,
