precip,temp,wind,state,coast,start,end
140.730343,22.00059367,3.28275066,9,Atlantic,01/05/2005,30/06/2005
136.4360158,28.85927441,2.831226913,9,Atlantic,01/07/2005,31/08/2005
303.1974934,21.70773087,3.601523747,9,Atlantic,01/09/2005,31/10/2005
227.9637203,8.452843008,3.921174142,9,Atlantic,01/11/2005,31/12/2005
193.5139842,5.644175462,4.528608179,9,Atlantic,01/01/2006,28/02/2006
121.0828496,12.53286939,4.121813984,9,Atlantic,01/03/2006,30/04/2006
353.3265172,22.08824538,3.571372032,9,Atlantic,01/05/2006,30/06/2006
201.5608179,28.30098945,3.215923483,9,Atlantic,01/07/2006,31/08/2006
256.1941953,19.82047493,3.709802111,9,Atlantic,01/09/2006,31/10/2006
192.4394459,11.53296834,3.550158311,9,Atlantic,01/11/2006,31/12/2006
139.4662269,2.640778364,4.640270449,9,Atlantic,01/01/2007,28/02/2007
345.8788918,10.35077836,4.392348285,9,Atlantic,01/03/2007,30/04/2007
131.3044855,24.08674142,3.43866095,9,Atlantic,01/05/2007,30/06/2007
184.6649077,27.85265831,3.057440633,9,Atlantic,01/07/2007,31/08/2007
151.3120053,23.32032322,3.211932718,9,Atlantic,01/09/2007,31/10/2007
221.5637203,7.501563325,3.844162269,9,Atlantic,01/11/2007,31/12/2007
254.1617414,4.369914248,4.112658311,9,Atlantic,01/01/2008,29/02/2008
226.9209763,11.9783971,3.973113456,9,Atlantic,01/03/2008,30/04/2008
174.9519789,22.94406332,3.455065963,9,Atlantic,01/05/2008,30/06/2008
192.6241425,27.56511873,2.628166227,9,Atlantic,01/07/2008,31/08/2008
262.0514512,20.19366755,3.30682058,9,Atlantic,01/09/2008,31/10/2008
272.3744063,8.267645119,4.134544855,9,Atlantic,01/11/2008,31/12/2008
119.0576517,2.346781003,4.339498681,9,Atlantic,01/01/2009,28/02/2009
178.0489446,11.93949208,4.021787599,9,Atlantic,01/03/2009,30/04/2009
271.8201847,21.21616755,3.083608179,9,Atlantic,01/05/2009,30/06/2009
279.5882586,26.64365435,2.863443272,9,Atlantic,01/07/2009,31/08/2009
192.0277045,18.9805277,3.541207124,9,Atlantic,01/09/2009,31/10/2009
224.4576517,8.945837731,4.262922164,9,Atlantic,01/11/2009,31/12/2009
214.9333773,2.662064644,4.475389182,9,Atlantic,01/01/2010,28/02/2010
275.3912929,14.68804749,4.115890501,9,Atlantic,01/03/2010,30/04/2010
144.4872032,24.73557388,3.478885224,9,Atlantic,01/05/2010,30/06/2010
174.6386544,29.52051451,3.141497361,9,Atlantic,01/07/2010,31/08/2010
214.7883905,21.56856201,4.014927441,9,Atlantic,01/09/2010,31/10/2010
188.0653034,7.314881266,4.393984169,9,Atlantic,01/11/2010,31/12/2010
214.4507916,2.353568602,4.045184697,9,Atlantic,01/01/2011,28/02/2011
245.860686,11.63260554,4.399346966,9,Atlantic,01/03/2011,30/04/2011
228.6728232,23.40158971,3.078265172,9,Atlantic,01/05/2011,30/06/2011
340.1562005,28.99384565,3.153027704,9,Atlantic,01/07/2011,31/08/2011
337.5708443,21.16894459,3.236292876,9,Atlantic,01/09/2011,31/10/2011
200.8205805,11.63756596,3.494294195,9,Atlantic,01/11/2011,31/12/2011
112.0273087,6.43578496,3.988192612,9,Atlantic,01/01/2012,29/02/2012
128.7992084,15.13852243,3.914967018,9,Atlantic,01/03/2012,30/04/2012
281.8637203,23.54699868,3.10969657,9,Atlantic,01/05/2012,30/06/2012
226.894723,29.34726253,2.714670185,9,Atlantic,01/07/2012,31/08/2012
213.7576517,20.91998681,3.352104222,9,Atlantic,01/09/2012,31/10/2012
203.7813984,8.548139842,3.750864116,9,Atlantic,01/11/2012,31/12/2012
178.2273087,3.491728232,4.239940633,9,Atlantic,01/01/2013,28/02/2013
137.0063325,10.96414908,4.23073219,9,Atlantic,01/03/2013,30/04/2013
361.3366755,23.60279024,3.589241425,9,Atlantic,01/05/2013,30/06/2013
182.8298153,28.25959103,3.002961741,9,Atlantic,01/07/2013,31/08/2013
121.8364116,21.06799472,3.034069921,9,Atlantic,01/09/2013,31/10/2013
218.7437995,7.773469657,3.880996042,9,Atlantic,01/11/2013,31/12/2013
221.0029024,1.45719657,4.092354881,9,Atlantic,01/01/2014,28/02/2014
257.7738786,10.14099604,4.234986807,9,Atlantic,01/03/2014,30/04/2014
180.7841689,23.61134565,3.181246702,9,Atlantic,01/05/2014,30/06/2014
218.2084433,27.69355541,3.066972296,9,Atlantic,01/07/2014,31/08/2014
179.1467018,21.48364116,3.397704485,9,Atlantic,01/09/2014,31/10/2014
299.7424802,8.416306069,3.886503958,9,Atlantic,01/11/2014,31/12/2014
201.8465699,-0.612612137,4.507829815,9,Atlantic,01/01/2015,28/02/2015
170.0717678,10.24757256,4.078258575,9,Atlantic,01/03/2015,30/04/2015
186.26781,24.42578496,3.50098285,9,Atlantic,01/05/2015,30/06/2015
145.9278364,29.02203826,2.816009235,9,Atlantic,01/07/2015,31/08/2015
219.7754617,22.08318602,3.455765172,9,Atlantic,01/09/2015,31/10/2015
195.9798153,12.94143799,3.365738786,9,Atlantic,01/11/2015,31/12/2015
212.4459103,5.219459103,4.535811346,9,Atlantic,01/01/2016,29/02/2016
138.3456464,13.38021108,4.107843008,9,Atlantic,01/03/2016,30/04/2016
160.8985488,23.46860158,3.352796834,9,Atlantic,01/05/2016,30/06/2016
152.5039578,30.04967018,3.06621372,9,Atlantic,01/07/2016,31/08/2016
205.5180739,22.05164908,3.460224274,9,Atlantic,01/09/2016,31/10/2016
176.5221636,9.547823219,3.80335752,9,Atlantic,01/11/2016,31/12/2016
180.5850923,6.48944591,4.158957784,9,Atlantic,01/01/2017,28/02/2017
261.5573879,11.62130607,4.447592348,9,Atlantic,01/03/2017,30/04/2017
310.8774406,21.80798153,3.713139842,9,Atlantic,01/05/2017,30/06/2017
196.0569921,27.51101583,2.905686016,9,Atlantic,01/07/2017,31/08/2017
240.8294195,23.22414248,3.54646438,9,Atlantic,01/09/2017,31/10/2017
117.944591,7.427242744,3.737209763,9,Atlantic,01/11/2017,31/12/2017
238.101847,5.235883905,4.071899736,9,Atlantic,01/01/2018,28/02/2018
274.1953826,9.624934037,4.369063325,9,Atlantic,01/03/2018,30/04/2018
180.875066,24.36602902,3.064116095,9,Atlantic,01/05/2018,30/06/2018
246.6617414,29.52810026,2.87091029,9,Atlantic,01/07/2018,31/08/2018
315.1932718,20.81873351,3.199736148,9,Atlantic,01/09/2018,31/10/2018
380.4972296,7.927902375,3.604023747,9,Atlantic,01/11/2018,31/12/2018
139.2894118,7.253168067,4.326285714,10,Atlantic,01/01/1997,28/02/1997
210.3401681,14.03079832,4.525680672,10,Atlantic,01/03/1997,30/04/1997
129.3759664,23.94513445,4.037016807,10,Atlantic,01/05/1997,30/06/1997
200.5410084,29.20129412,2.939495798,10,Atlantic,01/07/1997,31/08/1997
116.6638655,22.07359664,3.25197479,10,Atlantic,01/09/1997,31/10/1997
211.6119328,9.586151261,3.821327731,10,Atlantic,01/11/1997,31/12/1997
282.0198319,9.373268908,4.149420168,10,Atlantic,01/01/1998,28/02/1998
216.2223529,15.11246218,3.976857143,10,Atlantic,01/03/1998,30/04/1998
224.2080672,25.22820168,3.426781513,10,Atlantic,01/05/1998,30/06/1998
114.1231933,29.91603361,3.022638655,10,Atlantic,01/07/1998,31/08/1998
99.15462185,23.46569748,3.298554622,10,Atlantic,01/09/1998,31/10/1998
79.2297479,12.23914286,3.219058824,10,Atlantic,01/11/1998,31/12/1998
225.5973109,7.629621849,4.053731092,10,Atlantic,01/01/1999,28/02/1999
188.2146218,13.87347059,4.58287395,10,Atlantic,01/03/1999,30/04/1999
100.3944538,25.28415966,3.682966387,10,Atlantic,01/05/1999,30/06/1999
192.0457143,30.63423529,3.33397479,10,Atlantic,01/07/1999,31/08/1999
328.9803361,21.82266387,3.61689916,10,Atlantic,01/09/1999,31/10/1999
127.5517647,12.30215966,3.755831933,10,Atlantic,01/11/1999,31/12/1999
132.5031933,6.616184874,4.380798319,10,Atlantic,01/01/2000,29/02/2000
263.2569748,15.37496639,4.421764706,10,Atlantic,01/03/2000,30/04/2000
202.4956303,25.3024958,3.579142857,10,Atlantic,01/05/2000,30/06/2000
264.1917647,27.2849916,3.030016807,10,Atlantic,01/07/2000,31/08/2000
162.2665546,22.14206723,3.091058824,10,Atlantic,01/09/2000,31/10/2000
131.4497479,7.893168067,3.923369748,10,Atlantic,01/11/2000,31/12/2000
144.6677311,6.506218487,3.726168067,10,Atlantic,01/01/2001,28/02/2001
186.6952941,13.91555462,4.180596639,10,Atlantic,01/03/2001,30/04/2001
221.6373109,25.91668908,3.030966387,10,Atlantic,01/05/2001,30/06/2001
228.1936134,29.4904958,3.107453782,10,Atlantic,01/07/2001,31/08/2001
84.47596639,22.98404202,3.376201681,10,Atlantic,01/09/2001,31/10/2001
69.25478992,14.3802605,3.341243697,10,Atlantic,01/11/2001,31/12/2001
79.89512605,9.575865546,3.98097479,10,Atlantic,01/01/2002,28/02/2002
204.8855462,16.13022689,4.352310924,10,Atlantic,01/03/2002,30/04/2002
164.5976471,25.62120168,3.49702521,10,Atlantic,01/05/2002,30/06/2002
130.2031933,31.34804202,3.113966387,10,Atlantic,01/07/2002,31/08/2002
303.8815126,22.70223529,3.397226891,10,Atlantic,01/09/2002,31/10/2002
249.9981513,9.610008403,4.104327731,10,Atlantic,01/11/2002,31/12/2002
209.5314286,2.977067227,4.286411765,10,Atlantic,01/01/2003,28/02/2003
172.0788235,14.50463866,4.088151261,10,Atlantic,01/03/2003,30/04/2003
300.2472269,23.17768067,3.06902521,10,Atlantic,01/05/2003,30/06/2003
239.905042,29.84367227,2.971857143,10,Atlantic,01/07/2003,31/08/2003
291.574958,22.26846218,3.519109244,10,Atlantic,01/09/2003,31/10/2003
257.6084034,12.13283193,4.116378151,10,Atlantic,01/11/2003,31/12/2003
113.9482353,4.432344538,4.297731092,10,Atlantic,01/01/2004,29/02/2004
214.842521,15.21477311,4.254663866,10,Atlantic,01/03/2004,30/04/2004
169.6680672,26.47447059,3.21187395,10,Atlantic,01/05/2004,30/06/2004
329.2495798,28.57778151,3.012462185,10,Atlantic,01/07/2004,31/08/2004
181.5973109,22.36842857,3.033411765,10,Atlantic,01/09/2004,31/10/2004
196.9238655,11.58448739,3.685756303,10,Atlantic,01/11/2004,31/12/2004
161.6963025,6.187966387,3.850890756,10,Atlantic,01/01/2005,28/02/2005
207.7490756,13.88166387,4.196848739,10,Atlantic,01/03/2005,30/04/2005
176.8332773,24.86254622,3.33307563,10,Atlantic,01/05/2005,30/06/2005
201.6067227,30.91151261,2.588411765,10,Atlantic,01/07/2005,31/08/2005
213.8154622,24.44391597,3.441739496,10,Atlantic,01/09/2005,31/10/2005
172.6278992,11.19870588,3.870915966,10,Atlantic,01/11/2005,31/12/2005
139.2764706,8.97,4.302848739,10,Atlantic,01/01/2006,28/02/2006
102.5070588,16.11878992,3.937495798,10,Atlantic,01/03/2006,30/04/2006
273.8309244,25.54385714,3.353865546,10,Atlantic,01/05/2006,30/06/2006
177.0411765,31.07778992,3.080815126,10,Atlantic,01/07/2006,31/08/2006
323.5532773,21.85707563,3.541210084,10,Atlantic,01/09/2006,31/10/2006
181.8087395,13.89451261,3.411739496,10,Atlantic,01/11/2006,31/12/2006
147.7620168,5.985411765,4.396857143,10,Atlantic,01/01/2007,28/02/2007
245.2159664,14.53684874,4.312773109,10,Atlantic,01/03/2007,30/04/2007
117.7880672,26.59582353,3.269554622,10,Atlantic,01/05/2007,30/06/2007
154.8070588,30.31666387,2.983605042,10,Atlantic,01/07/2007,31/08/2007
169.8757983,25.98142857,2.92687395,10,Atlantic,01/09/2007,31/10/2007
161.2134454,10.69885714,3.670478992,10,Atlantic,01/11/2007,31/12/2007
145.7030252,8.028193277,3.954344538,10,Atlantic,01/01/2008,29/02/2008
164.5636975,15.55019328,4.201277311,10,Atlantic,01/03/2008,30/04/2008
229.0971429,26.17121849,3.558428571,10,Atlantic,01/05/2008,30/06/2008
128.1734454,30.07722689,2.768672269,10,Atlantic,01/07/2008,31/08/2008
159.187395,22.83895798,3.451915966,10,Atlantic,01/09/2008,31/10/2008
247.7388235,10.82530252,3.946882353,10,Atlantic,01/11/2008,31/12/2008
74.61344538,5.97605042,4.071621849,10,Atlantic,01/01/2009,28/02/2009
186.5487395,15.07373109,4.089462185,10,Atlantic,01/03/2009,30/04/2009
267.3808403,24.82623529,3.176537815,10,Atlantic,01/05/2009,30/06/2009
276.0969748,29.44605882,2.764882353,10,Atlantic,01/07/2009,31/08/2009
281.2957983,21.56894118,3.726336134,10,Atlantic,01/09/2009,31/10/2009
307.4460504,11.24579832,4.193386555,10,Atlantic,01/11/2009,31/12/2009
173.5263866,4.557201681,4.628058824,10,Atlantic,01/01/2010,28/02/2010
217.5910924,17.48383193,3.978142857,10,Atlantic,01/03/2010,30/04/2010
112.4623529,27.57161345,3.573512605,10,Atlantic,01/05/2010,30/06/2010
214.6630252,31.44578992,2.990453782,10,Atlantic,01/07/2010,31/08/2010
268.7060504,24.08434454,3.825848739,10,Atlantic,01/09/2010,31/10/2010
120.9280672,9.096243697,4.234504202,10,Atlantic,01/11/2010,31/12/2010
163.0038655,6.048697479,3.935109244,10,Atlantic,01/01/2011,28/02/2011
239.1341176,15.4287563,4.513596639,10,Atlantic,01/03/2011,30/04/2011
138.5773109,27.04408403,2.998983193,10,Atlantic,01/05/2011,30/06/2011
353.887395,31.2707479,3.105260504,10,Atlantic,01/07/2011,31/08/2011
299.9527731,22.61032773,3.059621849,10,Atlantic,01/09/2011,31/10/2011
199.7082353,14.03321008,3.495302521,10,Atlantic,01/11/2011,31/12/2011
123.0458824,9.473739496,3.825302521,10,Atlantic,01/01/2012,29/02/2012
110.9102521,17.9890084,3.725210084,10,Atlantic,01/03/2012,30/04/2012
219.9744538,26.62922689,3.366134454,10,Atlantic,01/05/2012,30/06/2012
202.8678992,31.2192605,2.720327731,10,Atlantic,01/07/2012,31/08/2012
277.0383193,22.88836975,3.297193277,10,Atlantic,01/09/2012,31/10/2012
163.5309244,11.23015966,3.535966387,10,Atlantic,01/11/2012,31/12/2012
160.4670588,6.640058824,3.853907563,10,Atlantic,01/01/2013,28/02/2013
165.3047059,13.7147479,4.353268908,10,Atlantic,01/03/2013,30/04/2013
326.8872269,25.72698319,3.790563025,10,Atlantic,01/05/2013,30/06/2013
268.9505882,29.50315126,3.10187395,10,Atlantic,01/07/2013,31/08/2013
150.6897479,23.4232605,3.17602521,10,Atlantic,01/09/2013,31/10/2013
195.045042,10.84803361,3.757731092,10,Atlantic,01/11/2013,31/12/2013
180.472437,4.566084034,3.878117647,10,Atlantic,01/01/2014,28/02/2014
242.5594958,13.43004202,4.515798319,10,Atlantic,01/03/2014,30/04/2014
156.8939496,26.28857983,3.099890756,10,Atlantic,01/05/2014,30/06/2014
243.9159664,28.96408403,3.012033613,10,Atlantic,01/07/2014,31/08/2014
151.1532773,23.31415126,3.390352941,10,Atlantic,01/09/2014,31/10/2014
188.2579832,10.60986555,3.796109244,10,Atlantic,01/11/2014,31/12/2014
181.2173109,2.860546218,4.185857143,10,Atlantic,01/01/2015,28/02/2015
215.08,13.91184874,3.960277311,10,Atlantic,01/03/2015,30/04/2015
270.4242017,27.03330252,3.519739496,10,Atlantic,01/05/2015,30/06/2015
188.3946218,29.96584874,2.781613445,10,Atlantic,01/07/2015,31/08/2015
185.9398319,23.78356303,3.568201681,10,Atlantic,01/09/2015,31/10/2015
203.4842017,15.50619328,3.236512605,10,Atlantic,01/11/2015,31/12/2015
187.6648739,7.110672269,4.374630252,10,Atlantic,01/01/2016,29/02/2016
122.3173109,16.62336134,4.227310924,10,Atlantic,01/03/2016,30/04/2016
242.5665546,24.94722689,3.152630252,10,Atlantic,01/05/2016,30/06/2016
188.1470588,31.57848739,2.853386555,10,Atlantic,01/07/2016,31/08/2016
197.4363025,24.29747899,3.546058824,10,Atlantic,01/09/2016,31/10/2016
123.6951261,12.01420168,3.703554622,10,Atlantic,01/11/2016,31/12/2016
125.9183193,10.12521008,3.928285714,10,Atlantic,01/01/2017,28/02/2017
199.2836975,15.75310924,4.45494958,10,Atlantic,01/03/2017,30/04/2017
324.1781513,24.70512605,3.903495798,10,Atlantic,01/05/2017,30/06/2017
352.5339496,29.4905042,3.027369748,10,Atlantic,01/07/2017,31/08/2017
173.6947899,24.58890756,3.354697479,10,Atlantic,01/09/2017,31/10/2017
86.49831933,10.45243697,3.50289916,10,Atlantic,01/11/2017,31/12/2017
200.0057143,8.381008403,4.223277311,10,Atlantic,01/01/2018,28/02/2018
203.4211765,12.66142857,4.851848739,10,Atlantic,01/03/2018,30/04/2018
294.0537815,26.85638655,3.436386555,10,Atlantic,01/05/2018,30/06/2018
269.7907563,30.63882353,3.223109244,10,Atlantic,01/07/2018,31/08/2018
320.8235294,23.74218487,3.423613445,10,Atlantic,01/09/2018,31/10/2018
341.3628571,10.66621849,3.805378151,10,Atlantic,01/11/2018,31/12/2018
96.76540009,24.20454515,3.303119133,12,Atlantic,01/01/1997,28/02/1997
168.6821636,27.79362651,3.755675011,12,Atlantic,01/03/1997,30/04/1997
287.531046,30.72749665,3.011490836,12,Atlantic,01/05/1997,30/06/1997
363.0846893,33.04213903,2.026090747,12,Atlantic,01/07/1997,31/08/1997
257.0212561,30.39488936,3.007828565,12,Atlantic,01/09/1997,31/10/1997
234.3931605,23.6405599,3.507374832,12,Atlantic,01/11/1997,31/12/1997
260.9804649,22.93150089,4.243606392,12,Atlantic,01/01/1998,28/02/1998
153.5285874,25.81755476,4.126336612,12,Atlantic,01/03/1998,30/04/1998
147.9073983,33.17413165,2.946887573,12,Atlantic,01/05/1998,30/06/1998
386.296312,33.49662941,2.470783415,12,Atlantic,01/07/1998,31/08/1998
299.126017,30.74094435,3.36790456,12,Atlantic,01/09/1998,31/10/1998
119.0925793,26.2636388,2.725564372,12,Atlantic,01/11/1998,31/12/1998
92.15118462,23.96035203,3.292227313,12,Atlantic,01/01/1999,28/02/1999
54.18426464,27.26794032,3.458366115,12,Atlantic,01/03/1999,30/04/1999
368.4299732,30.8920038,2.986427135,12,Atlantic,01/05/1999,30/06/1999
292.2083371,33.33223625,2.512579347,12,Atlantic,01/07/1999,31/08/1999
366.5516764,30.16942669,3.512289897,12,Atlantic,01/09/1999,31/10/1999
82.33162718,24.53617568,3.290713008,12,Atlantic,01/11/1999,31/12/1999
67.5147519,23.29262629,3.292859857,12,Atlantic,01/01/2000,29/02/2000
107.9987707,27.49385673,3.553614215,12,Atlantic,01/03/2000,30/04/2000
206.9240277,32.21613657,3.095604604,12,Atlantic,01/05/2000,30/06/2000
351.7981448,33.20440881,2.536824989,12,Atlantic,01/07/2000,31/08/2000
284.4650872,30.10080912,3.201923335,12,Atlantic,01/09/2000,31/10/2000
49.20100581,23.68708538,3.323167188,12,Atlantic,01/11/2000,31/12/2000
36.8181046,23.1672776,3.157329012,12,Atlantic,01/01/2001,28/02/2001
139.5333706,26.8636131,3.802607287,12,Atlantic,01/03/2001,30/04/2001
274.8664506,31.20945016,2.954513858,12,Atlantic,01/05/2001,30/06/2001
413.3647743,32.57221167,2.425357622,12,Atlantic,01/07/2001,31/08/2001
419.908717,29.42140367,3.210467143,12,Atlantic,01/09/2001,31/10/2001
77.72179258,25.6977928,3.101926688,12,Atlantic,01/11/2001,31/12/2001
135.2735136,23.02831247,3.007041797,12,Atlantic,01/01/2002,28/02/2002
74.24054537,28.1813042,3.216451721,12,Atlantic,01/03/2002,30/04/2002
370.3596781,31.16608404,3.272046267,12,Atlantic,01/05/2002,30/06/2002
426.3219937,32.5708717,2.281896513,12,Atlantic,01/07/2002,31/08/2002
221.7110863,31.28581694,2.571101922,12,Atlantic,01/09/2002,31/10/2002
201.6720831,24.01281404,3.222448592,12,Atlantic,01/11/2002,31/12/2002
97.70719714,22.17229996,3.278565042,12,Atlantic,01/01/2003,28/02/2003
192.1723737,27.71806772,3.082314484,12,Atlantic,01/03/2003,30/04/2003
419.3311131,31.55047161,2.825986813,12,Atlantic,01/05/2003,30/06/2003
379.1837953,32.47431046,2.320602369,12,Atlantic,01/07/2003,31/08/2003
235.1698704,30.57851699,2.743719267,12,Atlantic,01/09/2003,31/10/2003
103.7240277,24.73373268,3.398135896,12,Atlantic,01/11/2003,31/12/2003
166.0881538,22.6932823,3.202645284,12,Atlantic,01/01/2004,29/02/2004
80.68649978,26.85357287,3.688030845,12,Atlantic,01/03/2004,30/04/2004
238.6201833,31.95079683,3.02118127,12,Atlantic,01/05/2004,30/06/2004
483.9025481,32.89457868,2.285738713,12,Atlantic,01/07/2004,31/08/2004
338.3327,30.32557667,3.913804202,12,Atlantic,01/09/2004,31/10/2004
70.50782298,24.70559678,3.304176352,12,Atlantic,01/11/2004,31/12/2004
82.54262405,23.25561802,3.395888467,12,Atlantic,01/01/2005,28/02/2005
199.3388243,25.76889137,3.694076889,12,Atlantic,01/03/2005,30/04/2005
464.2176799,30.48249106,3.004470273,12,Atlantic,01/05/2005,30/06/2005
346.5672776,33.62141149,2.522498882,12,Atlantic,01/07/2005,31/08/2005
291.7113321,30.71492401,3.353131426,12,Atlantic,01/09/2005,31/10/2005
122.7219937,24.44980219,3.297055208,12,Atlantic,01/11/2005,31/12/2005
120.7058114,23.26347228,3.501345552,12,Atlantic,01/01/2006,28/02/2006
39.72346893,27.74105387,3.408554984,12,Atlantic,01/03/2006,30/04/2006
254.9428923,31.55860192,2.907312249,12,Atlantic,01/05/2006,30/06/2006
376.0296603,33.0931236,2.339856951,12,Atlantic,01/07/2006,31/08/2006
217.2747653,30.82974519,2.656094099,12,Atlantic,01/09/2006,31/10/2006
109.1215691,25.24634332,3.461507599,12,Atlantic,01/11/2006,31/12/2006
83.62232901,23.42966026,3.289004247,12,Atlantic,01/01/2007,28/02/2007
95.93670094,27.36549955,3.633579571,12,Atlantic,01/03/2007,30/04/2007
258.5853375,31.15227649,3.589122709,12,Atlantic,01/05/2007,30/06/2007
336.9295932,33.69615557,2.118447698,12,Atlantic,01/07/2007,31/08/2007
328.7439204,31.23833594,3.164991059,12,Atlantic,01/09/2007,31/10/2007
56.44092535,26.02661712,2.837995083,12,Atlantic,01/11/2007,31/12/2007
138.4630085,24.0981426,3.34930152,12,Atlantic,01/01/2008,29/02/2008
173.6445239,26.85659812,3.575762181,12,Atlantic,01/03/2008,30/04/2008
241.3923111,32.10066272,3.110573312,12,Atlantic,01/05/2008,30/06/2008
524.1421323,32.54014864,2.611691998,12,Atlantic,01/07/2008,31/08/2008
214.084354,30.02987036,3.408485695,12,Atlantic,01/09/2008,31/10/2008
42.42492177,24.62704627,3.137230666,12,Atlantic,01/11/2008,31/12/2008
47.5967367,22.83183952,3.267158024,12,Atlantic,01/01/2009,28/02/2009
90.73638802,27.29460885,3.789770899,12,Atlantic,01/03/2009,30/04/2009
401.8244971,31.86880308,2.909329459,12,Atlantic,01/05/2009,30/06/2009
369.5123827,33.12817389,2.241487483,12,Atlantic,01/07/2009,31/08/2009
209.1007599,31.26389361,2.434546267,12,Atlantic,01/09/2009,31/10/2009
133.2046491,25.02340747,3.263171658,12,Atlantic,01/11/2009,31/12/2009
144.326464,19.70581135,3.769909477,12,Atlantic,01/01/2010,28/02/2010
226.1047608,25.35779839,3.747117792,12,Atlantic,01/03/2010,30/04/2010
230.7163835,32.68986589,2.850677246,12,Atlantic,01/05/2010,30/06/2010
364.5325659,33.63670653,2.514116004,12,Atlantic,01/07/2010,31/08/2010
142.9913724,31.19535092,2.790502906,12,Atlantic,01/09/2010,31/10/2010
63.13558337,22.85644949,3.328232007,12,Atlantic,01/11/2010,31/12/2010
142.8457085,23.20575101,3.024222173,12,Atlantic,01/01/2011,28/02/2011
