"precip","temp","wind","state","start","end","coast"
241.272822822823,22.8454054054054,3.28873873873874,1,2008-03-01,2008-04-30,"Gulf of Mexico"
246.465465465465,30.4463588588589,2.69701201201201,1,2008-05-01,2008-06-30,"Gulf of Mexico"
427.077027027027,32.0658408408408,2.41054804804805,1,2008-07-01,2008-08-31,"Gulf of Mexico"
213.695345345345,27.4471846846847,3.27084084084084,1,2008-09-01,2008-10-31,"Gulf of Mexico"
215.662012012012,19.451478978979,3.0217042042042,1,2008-11-01,2008-12-31,"Gulf of Mexico"
181.064414414414,17.8268843843844,3.32993993993994,1,2009-01-01,2009-02-28,"Gulf of Mexico"
375.175825825826,23.1518243243243,3.52725975975976,1,2009-03-01,2009-04-30,"Gulf of Mexico"
255.287387387387,30.7488213213213,2.89536786786787,1,2009-05-01,2009-06-30,"Gulf of Mexico"
322.068618618619,31.8769219219219,2.25188438438438,1,2009-07-01,2009-08-31,"Gulf of Mexico"
327.096096096096,27.519009009009,2.66927927927928,1,2009-09-01,2009-10-31,"Gulf of Mexico"
437.328378378378,17.6485660660661,3.1893018018018,1,2009-11-01,2009-12-31,"Gulf of Mexico"
325.194444444444,13.0785135135135,3.35398648648649,1,2010-01-01,2010-02-28,"Gulf of Mexico"
163.140690690691,22.2580405405405,3.143003003003,1,2010-03-01,2010-04-30,"Gulf of Mexico"
252.499399399399,31.3797072072072,2.46734234234234,1,2010-05-01,2010-06-30,"Gulf of Mexico"
363.372372372372,33.3637387387387,2.56681681681682,1,2010-07-01,2010-08-31,"Gulf of Mexico"
99.5666666666667,30.3886711711712,2.4181006006006,1,2010-09-01,2010-10-31,"Gulf of Mexico"
155.695345345345,18.2127702702703,3.06900900900901,1,2010-11-01,2010-12-31,"Gulf of Mexico"
177.886636636637,16.3821846846847,3.0959009009009,1,2011-01-01,2011-02-28,"Gulf of Mexico"
209.511861861862,24.7507057057057,3.45532282282282,1,2011-03-01,2011-04-30,"Gulf of Mexico"
92.5159159159159,31.7973798798799,2.67674174174174,1,2011-05-01,2011-06-30,"Gulf of Mexico"
349.432432432432,33.9398648648649,1.83168168168168,1,2011-07-01,2011-08-31,"Gulf of Mexico"
289.578528528529,27.5550675675676,2.94296546546547,1,2011-09-01,2011-10-31,"Gulf of Mexico"
202.095795795796,20.0245720720721,3.20162162162162,1,2011-11-01,2011-12-31,"Gulf of Mexico"
248.718018018018,19.3152852852853,3.24543543543544,1,2012-01-01,2012-02-29,"Gulf of Mexico"
213.87957957958,25.8260810810811,3.13008258258258,1,2012-03-01,2012-04-30,"Gulf of Mexico"
437.196546546547,31.0016366366366,2.71302552552553,1,2012-05-01,2012-06-30,"Gulf of Mexico"
529.680930930931,32.1406306306306,2.47840840840841,1,2012-07-01,2012-08-31,"Gulf of Mexico"
131.822822822823,28.1712537537538,2.60646396396396,1,2012-09-01,2012-10-31,"Gulf of Mexico"
149.466066066066,20.0956531531532,2.65883633633634,1,2012-11-01,2012-12-31,"Gulf of Mexico"
403.73018018018,18.1164489489489,3.10794294294294,1,2013-01-01,2013-02-28,"Gulf of Mexico"
197.924924924925,21.6798123123123,3.40907657657658,1,2013-03-01,2013-04-30,"Gulf of Mexico"
340.073423423423,29.2720645645646,2.8540990990991,1,2013-05-01,2013-06-30,"Gulf of Mexico"
478.259309309309,31.1513663663664,2.36074324324324,1,2013-07-01,2013-08-31,"Gulf of Mexico"
196.421171171171,28.9983333333333,2.24608108108108,1,2013-09-01,2013-10-31,"Gulf of Mexico"
257.605855855856,18.623506006006,3.31806306306306,1,2013-11-01,2013-12-31,"Gulf of Mexico"
249.734984984985,15.3514714714715,3.20593093093093,1,2014-01-01,2014-02-28,"Gulf of Mexico"
483.825525525526,22.0327252252252,3.14665165165165,1,2014-03-01,2014-04-30,"Gulf of Mexico"
288.936186186186,29.6098198198198,2.52266516516517,1,2014-05-01,2014-06-30,"Gulf of Mexico"
236.074924924925,32.2484159159159,2.14322822822823,1,2014-07-01,2014-08-31,"Gulf of Mexico"
195.442492492493,29.0433708708709,2.27104354354354,1,2014-09-01,2014-10-31,"Gulf of Mexico"
190.958708708709,18.6828678678679,2.73748498498498,1,2014-11-01,2014-12-31,"Gulf of Mexico"
219.649249249249,15.1799024024024,3.41033033033033,1,2015-01-01,2015-02-28,"Gulf of Mexico"
331.911111111111,24.2661111111111,2.7947972972973,1,2015-03-01,2015-04-30,"Gulf of Mexico"
277.837537537538,30.3699249249249,2.49685435435435,1,2015-05-01,2015-06-30,"Gulf of Mexico"
298.479279279279,33.3681831831832,2.30017267267267,1,2015-07-01,2015-08-31,"Gulf of Mexico"
325.318318318318,28.8688138138138,2.80931681681682,1,2015-09-01,2015-10-31,"Gulf of Mexico"
430.425525525526,22.2470720720721,3.04374624624625,1,2015-11-01,2015-12-31,"Gulf of Mexico"
234.374774774775,17.2647147147147,3.59179429429429,1,2016-01-01,2016-02-29,"Gulf of Mexico"
391.272222222222,24.1301051051051,3.30374624624625,1,2016-03-01,2016-04-30,"Gulf of Mexico"
256.203603603604,30.6811561561562,2.30076576576577,1,2016-05-01,2016-06-30,"Gulf of Mexico"
376.00045045045,33.2388888888889,2.25285285285285,1,2016-07-01,2016-08-31,"Gulf of Mexico"
92.9633633633634,31.3352852852853,2.16325075075075,1,2016-09-01,2016-10-31,"Gulf of Mexico"
232.406906906907,21.8287537537538,2.76768018018018,1,2016-11-01,2016-12-31,"Gulf of Mexico"
297.138288288288,21.4928678678679,3.07706456456456,1,2017-01-01,2017-02-28,"Gulf of Mexico"
239.690990990991,24.9993993993994,3.34121621621622,1,2017-03-01,2017-04-30,"Gulf of Mexico"
494.798948948949,28.6666666666667,2.99875375375375,1,2017-05-01,2017-06-30,"Gulf of Mexico"
537.774774774775,32.1219219219219,2.14040540540541,1,2017-07-01,2017-08-31,"Gulf of Mexico"
231.518018018018,28.8448198198198,3.03933933933934,1,2017-09-01,2017-10-31,"Gulf of Mexico"
132.006606606607,19.5663663663664,2.57552552552553,1,2017-11-01,2017-12-31,"Gulf of Mexico"
298.185435435435,18.2374624624625,3.17402402402402,1,2018-01-01,2018-02-28,"Gulf of Mexico"
216.639039039039,22.8469219219219,3.2783033033033,1,2018-03-01,2018-04-30,"Gulf of Mexico"
268.13963963964,31.7222222222222,2.1231981981982,1,2018-05-01,2018-06-30,"Gulf of Mexico"
385.330780780781,32.4135135135135,1.70022522522523,1,2018-07-01,2018-08-31,"Gulf of Mexico"
311.907507507508,29.9183183183183,2.20375375375375,1,2018-09-01,2018-10-31,"Gulf of Mexico"
398.436336336336,18.4895645645646,2.80818318318318,1,2018-11-01,2018-12-31,"Gulf of Mexico"
153.743491156762,22.07306657146,3.09890091178732,12,1997-01-01,1997-02-28,"Gulf of Mexico"
180.881182027903,26.7111770844776,3.50485609139844,12,1997-03-01,1997-04-30,"Gulf of Mexico"
272.108865209272,29.9956591233659,2.90241568713611,12,1997-05-01,1997-06-30,"Gulf of Mexico"
342.799154125014,32.8301224870922,2.08442601340218,12,1997-07-01,1997-08-31,"Gulf of Mexico"
241.904493024278,29.9494073382401,2.67839997802922,12,1997-09-01,1997-10-31,"Gulf of Mexico"
263.457662309129,21.4752361858728,3.13881083159398,12,1997-11-01,1997-12-31,"Gulf of Mexico"
311.592661759859,21.112098758651,3.80647698560914,12,1998-01-01,1998-02-28,"Gulf of Mexico"
185.115434472152,24.6360502032297,3.77126331978469,12,1998-03-01,1998-04-30,"Gulf of Mexico"
119.321058991541,33.1085658574096,2.92156926288037,12,1998-05-01,1998-06-30,"Gulf of Mexico"
382.844380973306,33.3921597275623,2.41197572228936,12,1998-07-01,1998-08-31,"Gulf of Mexico"
319.014544655608,30.2908107217401,3.10290233988795,12,1998-09-01,1998-10-31,"Gulf of Mexico"
104.506118861914,24.7399439745139,2.43958530154894,12,1998-11-01,1998-12-31,"Gulf of Mexico"
122.162924310667,22.3865308140174,3.04372294847852,12,1999-01-01,1999-02-28,"Gulf of Mexico"
74.8964187630451,26.2199884653411,3.24770570141712,12,1999-03-01,1999-04-30,"Gulf of Mexico"
344.881500604196,30.7113594419422,2.84463473580138,12,1999-05-01,1999-06-30,"Gulf of Mexico"
306.007019663847,33.3942194880809,2.31588432384928,12,1999-07-01,1999-08-31,"Gulf of Mexico"
281.262429968142,29.6702334395254,3.19513072613424,12,1999-09-01,1999-10-31,"Gulf of Mexico"
97.3601450071405,23.0573799846205,2.93249368340108,12,1999-11-01,1999-12-31,"Gulf of Mexico"
94.712050972207,21.7155646490168,3.05085081841151,12,2000-01-01,2000-02-29,"Gulf of Mexico"
121.585554212897,26.3647572228936,3.35075963967923,12,2000-03-01,2000-04-30,"Gulf of Mexico"
177.591782928705,32.2810199934088,2.92401515983742,12,2000-05-01,2000-06-30,"Gulf of Mexico"
336.473997583214,33.4980358123696,2.39554048116006,12,2000-07-01,2000-08-31,"Gulf of Mexico"
264.440404262331,29.4953048445567,2.95234922553005,12,2000-09-01,2000-10-31,"Gulf of Mexico"
102.210293309898,21.3570877732616,3.00750027463474,12,2000-11-01,2000-12-31,"Gulf of Mexico"
56.4861803800945,21.2646523124245,2.86267164670988,12,2001-01-01,2001-02-28,"Gulf of Mexico"
191.546709875865,25.4042562891354,3.54310502032297,12,2001-03-01,2001-04-30,"Gulf of Mexico"
279.252015818961,30.8792008129188,2.84607107546963,12,2001-05-01,2001-06-30,"Gulf of Mexico"
391.638328023728,32.3520916181479,2.43674447984181,12,2001-07-01,2001-08-31,"Gulf of Mexico"
329.585169724267,28.7296407777656,3.01114687465671,12,2001-09-01,2001-10-31,"Gulf of Mexico"
77.6098429089311,24.5208997033945,2.7634796221026,12,2001-11-01,2001-12-31,"Gulf of Mexico"
150.550565747556,21.0607514006372,2.84082719982423,12,2002-01-01,2002-02-28,"Gulf of Mexico"
122.247742502472,27.0968944304076,3.00402449741843,12,2002-03-01,2002-04-30,"Gulf of Mexico"
300.753410963419,31.0322624409535,3.05637756783478,12,2002-05-01,2002-06-30,"Gulf of Mexico"
400.463693287927,32.5263138525761,2.22901570910689,12,2002-07-01,2002-08-31,"Gulf of Mexico"
254.081149071735,30.5605163133033,2.53882071844447,12,2002-09-01,2002-10-31,"Gulf of Mexico"
222.572009227727,21.9180912885862,2.98677523893222,12,2002-11-01,2002-12-31,"Gulf of Mexico"
140.405382840822,20.0010304295287,3.06887454685269,12,2003-01-01,2003-02-28,"Gulf of Mexico"
237.384126112271,26.2485900252664,2.85426617598594,12,2003-03-01,2003-04-30,"Gulf of Mexico"
406.63927276722,31.0230028562013,2.7245067560145,12,2003-05-01,2003-06-30,"Gulf of Mexico"
413.442612325607,32.1638009447435,2.27608370866747,12,2003-07-01,2003-08-31,"Gulf of Mexico"
216.921718114907,29.7898852026804,2.52920850269142,12,2003-09-01,2003-10-31,"Gulf of Mexico"
113.38703724047,23.2020251565418,3.10621058991541,12,2003-11-01,2003-12-31,"Gulf of Mexico"
198.169581456663,20.3269065143359,3.02237119630891,12,2004-01-01,2004-02-29,"Gulf of Mexico"
79.0446336372625,26.1850725035703,3.30317807316269,12,2004-03-01,2004-04-30,"Gulf of Mexico"
267.07137207514,31.7593590025266,2.74045864000879,12,2004-05-01,2004-06-30,"Gulf of Mexico"
451.860870042843,32.6550708557618,2.21170328463144,12,2004-07-01,2004-08-31,"Gulf of Mexico"
323.981193013292,29.8714550148303,3.64270899703395,12,2004-09-01,2004-10-31,"Gulf of Mexico"
117.733142919917,23.0179600131825,3.11538009447435,12,2004-11-01,2004-12-31,"Gulf of Mexico"
108.306206745029,21.5888701526969,3.16541140283423,12,2005-01-01,2005-02-28,"Gulf of Mexico"
263.333472481599,24.5535773920686,3.47936614302977,12,2005-03-01,2005-04-30,"Gulf of Mexico"
411.924409535318,30.1778897066901,2.80820388882786,12,2005-05-01,2005-06-30,"Gulf of Mexico"
390.054630341646,33.3099626496759,2.48756783477974,12,2005-07-01,2005-08-31,"Gulf of Mexico"
214.244567724926,30.4716653850379,3.1212166318796,12,2005-09-01,2005-10-31,"Gulf of Mexico"
154.795386136439,22.8668477425025,3.11379545204878,12,2005-11-01,2005-12-31,"Gulf of Mexico"
153.157530484456,21.6360870042843,3.3094023948149,12,2006-01-01,2006-02-28,"Gulf of Mexico"
46.2113369218939,26.8964088761947,3.2539942875975,12,2006-03-01,2006-04-30,"Gulf of Mexico"
239.81681863122,31.4484697352521,2.78250247171262,12,2006-05-01,2006-06-30,"Gulf of Mexico"
329.530835988136,33.2805025815665,2.14942491486323,12,2006-07-01,2006-08-31,"Gulf of Mexico"
206.144633637262,30.0506503350544,2.4812457431616,12,2006-09-01,2006-10-31,"Gulf of Mexico"
134.118202790289,23.6418526859277,3.15207678787213,12,2006-11-01,2006-12-31,"Gulf of Mexico"
116.781138086345,21.2979193672416,3.07097550258157,12,2007-01-01,2007-02-28,"Gulf of Mexico"
91.6922223442821,26.4512748544436,3.32967593101175,12,2007-03-01,2007-04-30,"Gulf of Mexico"
203.381863122048,31.2470701966385,3.29289410084588,12,2007-05-01,2007-06-30,"Gulf of Mexico"
345.134065692629,33.6250109853894,2.12063330770076,12,2007-07-01,2007-08-31,"Gulf of Mexico"
283.352488190706,30.6594375480611,3.11135339997803,12,2007-09-01,2007-10-31,"Gulf of Mexico"
96.0545973854773,24.3843002306932,2.63477699659453,12,2007-11-01,2007-12-31,"Gulf of Mexico"
191.290607492036,21.9509392507964,3.12896792266286,12,2008-01-01,2008-02-29,"Gulf of Mexico"
173.971679666044,25.6875156541799,3.37007030649237,12,2008-03-01,2008-04-30,"Gulf of Mexico"
219.652598044601,31.8904756673624,2.96119136548391,12,2008-05-01,2008-06-30,"Gulf of Mexico"
518.542502471713,32.3835032406899,2.66539767109744,12,2008-07-01,2008-08-31,"Gulf of Mexico"
177.858881687356,29.4577573327474,3.24227507415138,12,2008-09-01,2008-10-31,"Gulf of Mexico"
88.2159288146765,23.0734829177194,2.96068878391739,12,2008-11-01,2008-12-31,"Gulf of Mexico"
74.5566077117434,21.1127710644842,3.08579589146435,12,2009-01-01,2009-02-28,"Gulf of Mexico"
186.532901241349,26.1748989344172,3.54623365923322,12,2009-03-01,2009-04-30,"Gulf of Mexico"
361.183390091179,31.6780204328243,2.93363781171043,12,2009-05-01,2009-06-30,"Gulf of Mexico"
366.174041524772,32.737718334615,2.26577666703285,12,2009-07-01,2009-08-31,"Gulf of Mexico"
213.745248819071,30.2974151378666,2.39333022080633,12,2009-09-01,2009-10-31,"Gulf of Mexico"
204.983829506756,22.8263176974624,3.11795342194881,12,2009-11-01,2009-12-31,"Gulf of Mexico"
189.233758101725,17.5455943095683,3.47611172141052,12,2010-01-01,2010-02-28,"Gulf of Mexico"
196.075568493903,24.552031198506,3.4398511479732,12,2010-03-01,2010-04-30,"Gulf of Mexico"
248.911589585851,32.5648154454575,2.62342799077227,12,2010-05-01,2010-06-30,"Gulf of Mexico"
357.328122596946,33.6506926288037,2.5194661100736,12,2010-07-01,2010-08-31,"Gulf of Mexico"
126.325650884324,31.0818620235087,2.52747940239481,12,2010-09-01,2010-10-31,"Gulf of Mexico"
77.6588157750192,21.3220531692849,3.07666044161266,12,2010-11-01,2010-12-31,"Gulf of Mexico"
184.935032406899,21.0017735911238,2.83720037350324,12,2011-01-01,2011-02-28,"Gulf of Mexico"
205.075590464682,27.7671377567835,3.14043117653521,12,2011-03-01,2011-04-30,"Gulf of Mexico"
200.018038009447,32.8208299461716,2.78201691749973,12,2011-05-01,2011-06-30,"Gulf of Mexico"
385.172701307261,33.9580067010876,2.26278204987367,12,2011-07-01,2011-08-31,"Gulf of Mexico"
278.414324947819,29.657562342085,2.75428155553114,12,2011-09-01,2011-10-31,"Gulf of Mexico"
94.1688454355707,24.1565159837416,3.20361858727892,12,2011-11-01,2011-12-31,"Gulf of Mexico"
110.277381083159,22.759671536856,2.90851477534879,12,2012-01-01,2012-02-29,"Gulf of Mexico"
144.683016587938,27.9777825991431,3.19039931890586,12,2012-03-01,2012-04-30,"Gulf of Mexico"
519.814555640997,31.2081544545754,3.24134516093596,12,2012-05-01,2012-06-30,"Gulf of Mexico"
464.672613424146,32.697282763924,2.556972975942,12,2012-07-01,2012-08-31,"Gulf of Mexico"
225.623135230144,29.9375475118093,2.78308469735252,12,2012-09-01,2012-10-31,"Gulf of Mexico"
79.67098758651,23.3384219488081,2.72303800944744,12,2012-11-01,2012-12-31,"Gulf of Mexico"
150.046347358014,22.9510496539602,2.92612050972207,12,2013-01-01,2013-02-28,"Gulf of Mexico"
175.41469845106,24.8571366582445,3.35340876634077,12,2013-03-01,2013-04-30,"Gulf of Mexico"
395.869790179062,30.5735718993738,3.02938426892233,12,2013-05-01,2013-06-30,"Gulf of Mexico"
553.969284851148,32.1986718664177,2.58444853345051,12,2013-07-01,2013-08-31,"Gulf of Mexico"
196.062320114248,30.3933434032736,2.36836043062727,12,2013-09-01,2013-10-31,"Gulf of Mexico"
150.092200373503,24.1294930242777,3.29410688783917,12,2013-11-01,2013-12-31,"Gulf of Mexico"
181.814006371526,20.6891475337801,2.93515104910469,12,2014-01-01,2014-02-28,"Gulf of Mexico"
230.135515764034,25.6050763484566,3.23030923871251,12,2014-03-01,2014-04-30,"Gulf of Mexico"
349.354201911458,31.3930621773042,2.79493793254971,12,2014-05-01,2014-06-30,"Gulf of Mexico"
369.847687575525,33.2600263649346,2.30612710095573,12,2014-07-01,2014-08-31,"Gulf of Mexico"
250.315829946172,30.234826430847,2.16681863122048,12,2014-09-01,2014-10-31,"Gulf of Mexico"
193.022750741514,22.7730160386686,2.87247500823904,12,2014-11-01,2014-12-31,"Gulf of Mexico"
191.102999011315,20.1506052949577,3.23329177194332,12,2015-01-01,2015-02-28,"Gulf of Mexico"
196.947533780073,27.6757623860266,2.74696693397781,12,2015-03-01,2015-04-30,"Gulf of Mexico"
286.208151158959,31.9542974843458,2.67541414918159,12,2015-05-01,2015-06-30,"Gulf of Mexico"
479.672855102713,33.4488113808635,2.3785125782709,12,2015-07-01,2015-08-31,"Gulf of Mexico"
223.819707788641,30.2146275952983,2.65565088432385,12,2015-09-01,2015-10-31,"Gulf of Mexico"
193.498308250027,26.3889745138965,2.93546852685928,12,2015-11-01,2015-12-31,"Gulf of Mexico"
234.570537185543,20.5361364385367,3.43171152367351,12,2016-01-01,2016-02-29,"Gulf of Mexico"
146.531835658574,27.0800450400967,3.23908656486872,12,2016-03-01,2016-04-30,"Gulf of Mexico"
328.331275403713,31.8280731626936,2.7483230803032,12,2016-05-01,2016-06-30,"Gulf of Mexico"
376.703855871691,33.9997747995166,2.46147918268703,12,2016-07-01,2016-08-31,"Gulf of Mexico"
226.402394814896,31.3767219597935,2.84781280896408,12,2016-09-01,2016-10-31,"Gulf of Mexico"
94.2274634735801,25.2007579918708,2.73429144238163,12,2016-11-01,2016-12-31,"Gulf of Mexico"
162.403460397671,24.4845765132374,3.04797813907503,12,2017-01-01,2017-02-28,"Gulf of Mexico"
108.314665494892,27.3537624958805,3.55412556300121,12,2017-03-01,2017-04-30,"Gulf of Mexico"
318.227869932989,30.6334450181259,3.18471987256948,12,2017-05-01,2017-06-30,"Gulf of Mexico"
507.88956388004,33.0629682522245,2.42347303086894,12,2017-07-01,2017-08-31,"Gulf of Mexico"
330.380478962979,30.5065253213226,3.4794468856421,12,2017-09-01,2017-10-31,"Gulf of Mexico"
98.5861584093156,23.9679995605844,2.7314275513567,12,2017-11-01,2017-12-31,"Gulf of Mexico"
169.290003295617,22.4926672525541,3.07835878281885,12,2018-01-01,2018-02-28,"Gulf of Mexico"
137.334318356586,25.6803800944744,3.34784686367132,12,2018-03-01,2018-04-30,"Gulf of Mexico"
403.500505327914,31.5030264747885,2.62788091837856,12,2018-05-01,2018-06-30,"Gulf of Mexico"
445.517225090629,32.9245853015489,2.14061298473031,12,2018-07-01,2018-08-31,"Gulf of Mexico"
231.500747006481,31.6028507085576,2.55516862572778,12,2018-09-01,2018-10-31,"Gulf of Mexico"
210.326167197627,23.3832143249478,2.88135230143909,12,2018-11-01,2018-12-31,"Gulf of Mexico"
339.865133369624,16.4259771366358,3.99197876973326,22,1997-01-01,1997-02-28,"Gulf of Mexico"
261.487152966794,22.8077612955906,3.75043140990746,22,1997-03-01,1997-04-30,"Gulf of Mexico"
343.555988023952,28.9789058247142,2.76149564507349,22,1997-05-01,1997-06-30,"Gulf of Mexico"
266.677898747959,32.6390310288514,2.0991575939031,22,1997-07-01,1997-08-31,"Gulf of Mexico"
143.000272182907,28.913169569951,2.87790283070223,22,1997-09-01,1997-10-31,"Gulf of Mexico"
264.636091453457,17.4978633641807,3.22364861186717,22,1997-11-01,1997-12-31,"Gulf of Mexico"
460.730566140446,17.9519637996734,3.6092991290147,22,1998-01-01,1998-02-28,"Gulf of Mexico"
225.466712030485,22.1517991290147,3.98299809471965,22,1998-03-01,1998-04-30,"Gulf of Mexico"
92.5079477408819,31.8059907457812,3.52571039738704,22,1998-05-01,1998-06-30,"Gulf of Mexico"
